CRASH_NUM,Year,latitude,longitude,adt,Alignment,Location type,Occupant,Vehicle type,Driver injury
LA1920190012293,2019,31.052565,-92.076309,3200,Straight,Business,Two or more,Passenger Car,No Injury
LA1920190012293,2019,31.052565,-92.076309,3200,Straight,Business,Single,Passenger Car,No Injury
LA1920190012391,2019,32.54651,-91.990584,5700,Straight,Residential,Single,Truck/Trailer,No Injury
LA1920190012556,2019,31.36402,-92.308838,11200,Straight,Business,Two or more,Other,No Injury
LA1920190012742,2019,30.435539,-90.458697,38300,Straight,Open Country,Single,Truck/Trailer,No Injury
LA1920190012849,2019,30.050838,-91.948,5500,Straight,Residential,Single,Van,No Injury
LA1920190013337,2019,30.207702,-90.886515,3200,Straight,Residential,Two or more,Suv,No Injury
LA1920190013614,2019,30.5974,-90.39828,7200,Straight,Residential,Single,Truck/Trailer,No Injury
LA1920190013770,2019,29.934276,-91.0153,7300,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190014097,2019,30.101842,-91.9578,9300,Straight,Residential,Two or more,Other,No Injury
LA1920190014617,2019,30.246349,-92.698452,43100,Straight,Open Country,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190014875,2019,29.459517,-90.307903,4600,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190014898,2019,30.848286,-92.422399,320,Straight,Residential,Single,Suv,No Injury
LA1920190014899,2019,30.430718,-92.1186,3300,Straight,Residential,Two or more,Passenger Car,No Injury
LA1920190015137,2019,30.47829,-90.488496,71000,Curve,Open Country,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190015637,2019,32.568561,-91.985332,5700,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190015686,2019,29.907417,-90.084483,2900,Straight,Business,Two or more,Suv,No Injury
LA1920190015814,2019,30.284382,-93.258218,15300,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190016282,2019,32.533189,-92.788733,890,Straight,Business,Single,Truck/Trailer,No Injury
LA1920190016340,2019,30.392329,-90.765659,4800,Straight,Business,Single,Truck/Trailer,No Injury
LA1920190016556,2019,30.519137,-90.491099,21000,Straight,Business,Single,Truck/Trailer,No Injury
LA1920190016576,2019,30.345178,-91.028752,95900,Straight,Open Country,Single,Truck/Trailer,No Injury
LA1920190016597,2019,29.575691,-90.400094,6700,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190016807,2019,30.44683,-90.466076,38300,Straight,Business,Two or more,Truck/Trailer,No Injury
LA1920190017312,2019,30.575766,-90.953088,10000,Straight,Business,Single,Passenger Car,No Injury
LA1920190017588,2019,30.088838,-91.906072,4800,Hillcrest,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190017697,2019,29.668909,-91.077435,25000,Straight,Open Country,Single,Passenger Car,Injury
LA1920190017844,2019,30.618216,-90.80369,5300,Straight,Residential,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190018537,2019,30.24712,-90.870114,12200,Straight,Business,Two or more,Passenger Car,No Injury
LA1920190018811,2019,30.399316,-91.906535,2700,Curve,Residential,Single,Other,No Injury
LA1920190018811,2019,30.399316,-91.906535,2700,Curve,Residential,Single,Passenger Car,No Injury
LA1920190018893,2019,32.534377,-92.186966,9700,Straight,Business,Single,Passenger Car,No Injury
LA1920190018905,2019,31.066116,-93.273417,23600,Straight,Business,Single,Truck/Trailer,No Injury
LA1920190019291,2019,30.046421,-90.583281,3500,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190019643,2019,30.614402,-89.922936,8800,Straight,Other,Two or more,Other,No Injury
LA1920190019716,2019,30.159305,-92.158001,12000,Straight,Residential,Single,Passenger Car,No Injury
LA1920190019796,2019,30.232513,-92.06323,12800,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190019877,2019,29.975098,-90.1626,27500,Straight,Business,Two or more,Passenger Car,No Injury
LA1920190020590,2019,30.2469,-93.129007,65600,Straight,Manufacturing Or Industrial,Single,Truck/Trailer,No Injury
LA1920190021084,2019,30.116389,-90.602434,50100,Straight,Open Country,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190021124,2019,30.52604,-90.46178,5400,Straight,Residential,Single,Passenger Car,No Injury
LA1920190021695,2019,30.276241,-92.1217,1700,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190021724,2019,30.667641,-90.626996,1870,Straight,Residential,Single,Truck/Trailer,No Injury
LA1920190021857,2019,30.440416,-90.083115,48000,Curve,Business,Two or more,Passenger Car,No Injury
LA1920190022126,2019,30.398886,-91.054407,36400,Straight,Business,Single,Truck/Trailer,No Injury
LA1920190022569,2019,30.34871,-92.397601,5800,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",Injury
LA1920190022681,2019,29.617374,-90.79299,14500,Straight,Business,Single,Truck/Trailer,No Injury
LA1920190022800,2019,29.697887,-90.786679,24900,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190023291,2019,29.975389,-90.178302,41100,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190023409,2019,29.926854,-90.151998,17900,Straight,Open Country,Single,Suv,No Injury
LA1920190023533,2019,30.230958,-90.888602,4400,Straight,Residential,Single,Other,No Injury
LA1920190023646,2019,29.645343,-90.687556,2400,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190023672,2019,30.867265,-92.211806,2200,Straight,Residential,Single,Truck/Trailer,No Injury
LA1920190023697,2019,30.369951,-92.045475,4100,Straight,Residential,Single,Emergency Vehicle In Use,No Injury
LA1920190024206,2019,29.974304,-90.178199,68900,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190024222,2019,30.381958,-92.040225,4100,Straight,Residential,Single,Truck/Trailer,No Injury
LA1920190024528,2019,32.531381,-92.363882,3400,Hillcrest,Open Country,Two or more,Passenger Car,No Injury
LA1920190024587,2019,31.39182,-92.444533,17200,Straight,Open Country,Single,Suv,No Injury
LA1920190024708,2019,30.636803,-92.166488,8600,Straight,Business,Single,Truck/Trailer,No Injury
LA1920190024819,2019,30.539674,-90.908424,8200,Straight,Residential,Single,Truck/Trailer,No Injury
LA1920190024874,2019,32.432895,-92.339415,1880,Straight,Open Country,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190024880,2019,32.461136,-92.178813,4300,Straight,Residential,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190025000,2019,30.425086,-92.058858,39500,Straight,Business,Single,Truck/Trailer,No Injury
LA1920190025177,2019,30.254662,-90.946235,2800,Straight,Residential,Single,Passenger Car,No Injury
LA1920190025691,2019,30.888544,-90.481824,1760,Straight,Residential,Single,Suv,No Injury
LA1920190025729,2019,30.21153,-90.881784,11600,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190026254,2019,30.444329,-90.311086,4800,Straight,Open Country,Single,Suv,No Injury
LA1920190026416,2019,30.088337,-91.906756,2900,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190026466,2019,30.285814,-93.317586,4000,Straight,Open Country,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190026667,2019,30.277484,-89.807198,3800,Straight,Residential,Two or more,Truck/Trailer,No Injury
LA1920190026707,2019,30.23768,-91.876217,3000,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190026823,2019,30.482877,-90.9175,19000,Straight,Open Country,Single,Truck/Trailer,No Injury
LA1920190026908,2019,30.368123,-91.074545,21200,Straight,Business,Two or more,Suv,No Injury
LA1920190027289,2019,29.728431,-90.598201,5700,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190027883,2019,30.005347,-90.207637,130500,Straight,Business,Single,Truck/Trailer,No Injury
LA1920190027902,2019,29.988571,-92.129125,2300,Straight,Residential,Two or more,Van,No Injury
LA1920190028296,2019,30.699989,-92.259757,5000,Straight,Business,Single,Truck/Trailer,No Injury
LA1920190028405,2019,30.730205,-91.218931,5100,Straight,Open Country,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190028480,2019,30.440392,-90.083119,48000,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190028641,2019,31.329,-92.496632,970,Straight,Residential,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190028663,2019,30.460914,-92.157139,1540,Straight,Residential,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190028707,2019,29.415083,-90.282349,5700,Straight,Business,Two or more,Passenger Car,No Injury
LA1920190028713,2019,29.965063,-90.136607,32400,Straight,Business,Two or more,Suv,No Injury
LA1920190029597,2019,29.646814,-90.721239,7300,Straight,Open Country,Two or more,Passenger Car,No Injury
LA1920190029724,2019,30.210547,-92.087701,7800,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190029764,2019,30.504499,-90.5463,22700,Straight,Residential,Single,Passenger Car,No Injury
LA1920190030107,2019,30.561192,-90.92942,7600,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190030157,2019,30.299095,-89.944163,2100,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190030421,2019,32.526128,-91.99064,5700,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190030604,2019,29.882264,-90.020804,27000,Straight,Business,Single,Suv,No Injury
LA1920190030627,2019,32.503001,-92.081858,47900,Straight,Business,Single,Passenger Car,No Injury
LA1920190030662,2019,30.04269,-92.1702,940,Straight,Residential,Single,Suv,No Injury
LA1920190030670,2019,30.41643,-92.234523,1030,Curve,Residential,Single,Truck/Trailer,No Injury
LA1920190030835,2019,30.567737,-92.204745,1130,Straight,Residential,Single,Truck/Trailer,No Injury
LA1920190031339,2019,30.225935,-89.779319,73200,Straight,Open Country,Two or more,Passenger Car,No Injury
LA1920190031497,2019,29.97484,-90.215646,6700,Straight,Business,Single,Passenger Car,No Injury
LA1920190031776,2019,30.032786,-91.850911,9000,Straight,Business,Single,Truck/Trailer,No Injury
LA1920190031863,2019,29.953794,-92.155395,7900,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190031883,2019,29.652615,-90.546218,10000,Straight,Business,Two or more,Passenger Car,No Injury
LA1920190032210,2019,30.199161,-93.325349,15600,Straight,Manufacturing Or Industrial,Two or more,Truck/Trailer,No Injury
LA1920190032729,2019,29.550246,-90.346242,4700,Straight,Business,Two or more,Truck/Trailer,No Injury
LA1920190032780,2019,30.318464,-91.872517,4800,Straight,Residential,Single,Passenger Car,No Injury
LA1920190032893,2019,29.596143,-90.483991,6700,Straight,Residential,Two or more,Passenger Car,No Injury
LA1920190033015,2019,29.620691,-90.748723,28600,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190033045,2019,30.318796,-91.871342,4800,Curve,Residential,Two or more,Truck/Trailer,No Injury
LA1920190033048,2019,30.396309,-92.033927,4100,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190033221,2019,30.399826,-92.191087,940,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",Injury
LA1920190033414,2019,30.483688,-91.089671,25700,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190033889,2019,29.977836,-90.213103,28200,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190033940,2019,30.519909,-92.177098,10700,Curve,Business,Single,Suv,No Injury
LA1920190034293,2019,30.10633,-90.500816,50100,Straight,Open Country,Single,Truck/Trailer,No Injury
LA1920190034378,2019,30.436323,-90.083819,48000,Straight,Business,Single,Suv,No Injury
LA1920190035204,2019,32.52645,-92.282898,6200,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190035278,2019,29.640574,-90.760174,28600,Straight,Business,Two or more,Suv,No Injury
LA1920190036796,2019,30.391361,-89.999921,57500,Straight,Business,Single,Passenger Car,No Injury
LA1920190036811,2019,32.536382,-92.02586,16400,Straight,Residential,Single,Truck/Trailer,No Injury
LA1920190037093,2019,30.45996,-91.008782,6300,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190037163,2019,29.636057,-90.759896,28600,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190037736,2019,30.247508,-90.88706,3800,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190037745,2019,30.472082,-90.642825,60400,Straight,Open Country,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190038086,2019,31.138357,-92.090857,7900,Hillcrest,Business,Single,Truck/Trailer,Injury
LA1920190038358,2019,30.366897,-91.89847,4200,Straight,Residential,Single,Truck/Trailer,No Injury
LA1920190038390,2019,30.064699,-91.765706,1800,Curve,Residential,Two or more,Other,No Injury
LA1920190038802,2019,32.484899,-92.175483,5100,Straight,Business,Single,Suv,No Injury
LA1920190039404,2019,30.585297,-90.95332,15000,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190039612,2019,30.528134,-90.956021,14600,Straight,Business,Single,Suv,No Injury
LA1920190039886,2019,31.006494,-91.971824,0,Curve,Residential,Single,Passenger Car,No Injury
LA1920190039985,2019,29.911708,-90.168947,38800,Straight,Business,Single,Truck/Trailer,No Injury
LA1920190040106,2019,29.881856,-90.021963,29100,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190040166,2019,30.088811,-91.90611,4800,Straight,Business,Single,Suv,No Injury
LA1920190040304,2019,30.41969,-92.414418,1220,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190040322,2019,30.067092,-90.481496,17734,Straight,Business,Single,Truck/Trailer,No Injury
LA1920190040664,2019,30.343673,-91.721101,1340,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190040674,2019,30.234451,-92.142083,7300,Straight,Business,Single,Truck/Trailer,No Injury
LA1920190040866,2019,32.568779,-91.98695,5700,Straight,Business,Single,Truck/Trailer,No Injury
LA1920190041226,2019,31.446369,-92.753264,1040,Straight,Open Country,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190041267,2019,30.287379,-92.112543,15500,Curve,Residential,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190041628,2019,30.300594,-93.1997,20500,Straight,Business,Single,Passenger Car,No Injury
LA1920190041689,2019,30.20934,-92.817233,2300,Straight,Open Country,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190041748,2019,29.9633,-90.156994,54200,Straight,Business,Two or more,Truck/Trailer,No Injury
LA1920190041778,2019,30.013284,-91.901526,31500,Straight,Business,Single,Passenger Car,No Injury
LA1920190042008,2019,30.802178,-93.30124,3000,Straight,Open Country,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190042312,2019,31.177333,-92.327438,6400,Straight,Residential,Two or more,Van,No Injury
LA1920190042477,2019,29.532798,-90.577865,4200,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190042674,2019,29.901531,-90.775683,10100,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190042674,2019,29.901531,-90.775683,10100,Straight,Residential,Single,Suv,No Injury
LA1920190042683,2019,29.928716,-90.221628,11600,Straight,Business,Single,Truck/Trailer,No Injury
LA1920190042728,2019,30.418213,-90.040669,16900,Straight,Business,Single,Truck/Trailer,No Injury
LA1920190043048,2019,30.233005,-93.290679,75700,Straight,Open Country,Single,Suv,No Injury
LA1920190043053,2019,30.388771,-91.062101,36400,Straight,Business,Single,Suv,No Injury
LA1920190043324,2019,29.845622,-92.2952,1350,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190043325,2019,30.23349,-92.142088,7300,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190044679,2019,30.553276,-92.089781,5400,Straight,Residential,Single,Suv,No Injury
LA1920190044831,2019,30.043564,-91.981518,5000,Straight,Residential,Single,Truck/Trailer,No Injury
LA1920190045394,2019,30.391265,-90.006382,8900,Curve,Open Country,Single,Truck/Trailer,No Injury
LA1920190046333,2019,30.439703,-90.041384,16900,Straight,Business,Single,Truck/Trailer,No Injury
LA1920190046544,2019,30.412667,-90.041319,57500,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA1920190046923,2019,29.963858,-90.185005,68900,Straight,Business,Two or more,Passenger Car,No Injury
LA1920190047175,2019,30.350692,-91.082823,16900,Straight,Residential,Single,Suv,No Injury
LA1920190047801,2019,30.207229,-90.886512,3200,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",Injury
LA1920190048176,2019,30.534708,-92.112193,13200,Straight,Business,Single,Van,No Injury
LA19201901011702000001,2019,30.36808,-91.073967,24100,Straight,Business,Single,Suv,No Injury
LA19201901014001010035,2019,31.3158,-92.4621,0,Curve,Residential,Single,Suv,No Injury
LA19201901081702000034,2019,30.457483,-91.008397,25900,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201901154001150011,2019,31.299702,-92.449234,14900,Straight,Residential,Single,Suv,No Injury
LA19201901171701000663,2019,30.424328,-91.150985,21200,Straight,Business,Single,Passenger Car,No Injury
LA19201901271701001048,2019,30.391544,-91.090945,49900,Straight,Business,Two or more,Suv,No Injury
LA19201901311701001194,2019,30.443903,-91.165204,11200,Straight,Business,Single,Truck/Trailer,No Injury
LA19201902061701001522,2019,30.395147,-91.109512,32500,Straight,Business,Single,Suv,No Injury
LA19201902111701001726,2019,30.454352,-91.086865,56800,Straight,Business,Single,Passenger Car,No Injury
LA19201902201701002094,2019,30.484314,-91.087106,26900,Straight,Business,Single,Passenger Car,No Injury
LA19201902284001280048,2019,31.295816,-92.492643,21900,Straight,Business,Single,Suv,Injury
LA19201903024001020030,2019,31.303873,-92.453381,7300,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201903131701003120,2019,30.437111,-91.084501,57300,Straight,Business,Single,Truck/Trailer,No Injury
LA19201903141701003150,2019,30.558685,-91.17377,24400,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201903203202000194,2019,30.615422,-90.857301,1280,Straight,Residential,Single,Van,No Injury
LA19201903231701003647,2019,30.403878,-91.104058,32500,Straight,Business,Single,Passenger Car,No Injury
LA19201903241701003711,2019,30.389156,-91.092322,49900,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201903281701003954,2019,30.496534,-91.154198,12700,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201903291701003992,2019,30.439103,-91.1849,107400,Straight,Business,Single,Truck/Trailer,No Injury
LA19201903291701004025,2019,30.433852,-91.082366,57300,Straight,Business,Single,Passenger Car,No Injury
LA19201903311701004130,2019,30.424107,-91.150899,155100,Straight,Other,Single,Passenger Car,Injury
LA19201904021701004203,2019,30.437384,-91.178881,16300,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201904111701004740,2019,30.446913,-91.091175,56500,Straight,Business,Single,Other,No Injury
LA19201904141702000566,2019,30.358495,-91.125076,13800,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201904161701005008,2019,30.439244,-91.191097,101400,Straight,Business,Single,Truck/Trailer,No Injury
LA19201904171701005037,2019,30.472434,-91.184056,9900,Straight,Business,Single,Truck/Trailer,No Injury
LA19201904181701005101,2019,30.439047,-91.189703,107400,Straight,Business,Single,Truck/Trailer,No Injury
LA19201904191701005115,2019,30.509633,-91.14958,18300,Straight,Business,Single,Other,No Injury
LA19201904221701005277,2019,30.494632,-91.154862,12700,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201904301701005572,2019,30.451632,-91.112183,46000,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201905021701005684,2019,30.447147,-91.179773,88900,Straight,Other,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201905064001020056,2019,31.304902,-92.480203,2200,Straight,Business,Single,Truck/Trailer,No Injury
LA19201905101701006093,2019,30.436532,-91.18634,101400,Straight,Business,Single,Van,No Injury
LA19201905121701006177,2019,30.419165,-91.071866,37400,Straight,Business,Single,Suv,No Injury
LA19201905243202000384,2019,30.596893,-90.845553,10000,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201905314001310051,2019,31.3011,-92.476131,5100,Straight,Residential,Two or more,Passenger Car,No Injury
LA19201906051701007212,2019,30.52141,-91.145337,32400,Straight,Business,Two or more,Passenger Car,No Injury
LA19201906271701008150,2019,30.431054,-91.083987,24200,Straight,Business,Single,Passenger Car,No Injury
LA19201907034001030012,2019,31.278617,-92.471873,39900,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA19201907034001030059,2019,31.305755,-92.464681,5100,Straight,Residential,Single,Passenger Car,No Injury
LA19201907084001080041,2019,31.293358,-92.477325,40900,Straight,Business,Single,Other,No Injury
LA19201907084001080041,2019,31.293358,-92.477325,40900,Straight,Business,Two or more,Suv,No Injury
LA19201908034001030041,2019,31.278848,-92.472275,39900,Straight,Business,Single,Suv,No Injury
LA19201908101701009941,2019,30.495412,-91.154588,12700,Straight,Business,Two or more,Suv,No Injury
LA19201908183202000575,2019,30.507203,-90.863859,9800,Straight,Residential,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201909041701011116,2019,30.496696,-91.154143,12700,Straight,Business,Single,Suv,No Injury
LA19201909041701011136,2019,30.400644,-91.175058,29200,Straight,Business,Single,Passenger Car,No Injury
LA19201909111701011426,2019,30.470103,-91.163494,10800,Straight,Business,Single,Truck/Trailer,No Injury
LA19201909141701011593,2019,30.417931,-91.18736,27500,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201909241701012079,2019,30.41474,-91.09884,32500,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA19201909281701012324,2019,30.466322,-91.010519,17700,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201910021701012517,2019,30.449592,-91.179289,12400,Straight,Business,Single,Van,No Injury
LA19201910074001070017,2019,31.295511,-92.504297,21900,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA19201910151702001491,2019,30.384316,-91.064815,124900,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201910231701013533,2019,30.391687,-91.090858,49900,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201910261701013715,2019,30.448316,-91.180474,88900,Curve,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201910301701013900,2019,30.475314,-91.115955,35800,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201911011701014090,2019,30.405525,-91.102945,32500,Straight,Business,Single,Suv,No Injury
LA19201911024001020017,2019,31.28499,-92.474395,39900,Curve,Business,Single,Passenger Car,No Injury
LA19201911111701014511,2019,30.427903,-91.077913,120300,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201911151701014741,2019,30.416495,-91.143307,27400,Straight,Business,Two or more,Passenger Car,No Injury
LA19201912061701015732,2019,30.426965,-91.067448,120300,Curve,Open Country,Single,Truck/Trailer,No Injury
LA19201912071701015779,2019,30.427924,-91.077757,120300,Straight,Business,Single,Truck/Trailer,No Injury
LA19201912101701015888,2019,30.42488,-91.15679,140700,Straight,Other,Single,Truck/Trailer,No Injury
LA19201912121701016074,2019,30.40186,-91.093943,128800,Straight,Business,Single,Suv,No Injury
LA19201912161701016234,2019,30.408278,-91.127445,27400,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA19201912174001170024,2019,31.295179,-92.49663,21900,Straight,Business,Single,Suv,No Injury
LA19201912201701016410,2019,30.443491,-91.17845,88900,Straight,Business,Single,Passenger Car,No Injury
LA19201912201701016414,2019,30.412875,-91.099536,32500,Straight,Business,Single,Passenger Car,No Injury
LA19201912221701016534,2019,30.430367,-91.05526,114400,Straight,Business,Single,Suv,No Injury
LA19202001071701000218,2019,30.44331,-91.188452,11200,Straight,Business,Single,Van,No Injury
LA195358630,2019,NA,NA,0,Straight,Business,Two or more,Other,No Injury
LA195967464,2019,30.736634,-91.226114,4300,Straight,Open Country,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA196171956,2019,31.251857,-93.341602,1530,Straight,Residential,Single,Suv,No Injury
LA20_200101185346617,2020,32.953706,-91.954287,360,Straight,Residential,Single,Passenger Car,No Injury
LA20_200102062748718,2020,30.281165,-91.227576,10300,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA20_200103152000153,2020,32.512675,-92.080963,45200,Straight,Business,Single,Truck/Trailer,No Injury
LA20_200103185224887,2020,30.168075,-92.062409,47700,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA20_200104140742659,2020,30.131968,-91.964968,47700,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA20_200106163835790,2020,30.256002,-93.180543,30600,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA20_200108085821065,2020,30.487761,-92.415157,9500,Straight,Business,Single,Passenger Car,No Injury
LA20_200109112513195,2020,30.413543,-92.038474,2400,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA20_200109155550019,2020,32.402224,-93.804046,14000,Straight,Manufacturing Or Industrial,Single,Suv,No Injury
LA20_200110090257666,2020,31.117036,-92.066224,12300,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA20_200110125414951,2020,31.314535,-92.443561,6400,Straight,Business,Single,Suv,No Injury
LA20_200110152936938,2020,29.915612,-90.064372,5900,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA20_200111084100757,2020,30.554328,-91.036799,5100,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA20_200114073756668,2020,32.450736,-93.722059,23600,Straight,Business,Single,Suv,No Injury
LA20_200115074332736,2020,30.658314,-91.102358,12300,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA20_200115214334392,2020,32.539324,-92.638021,41800,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA20_200116164414756,2020,30.846743,-93.279102,38500,Straight,Business,Single,Suv,No Injury
LA20_200117215448391,2020,29.99664,-90.143103,160800,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA20_200118143617669,2020,30.297843,-92.048141,10100,Straight,Business,Single,Suv,No Injury
LA20_200122130929234,2020,30.178658,-93.587367,55100,Straight,Business,Two or more,Other,No Injury
LA20_200123095334385,2020,30.16641,-90.880946,23600,Straight,Business,Single,Suv,No Injury
LA20_200125045425260,2020,30.370328,-91.093161,0,Straight,Business,Two or more,"Lt. Truck (P.U., Etc.)",No Injury
LA20_200125220501997,2020,31.760855,-93.086135,6700,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA20_200127032008800,2020,30.5012,-90.9534,5400,Straight,Residential,Two or more,Suv,No Injury
LA20_200127055250523,2020,30.101733,-90.995549,15000,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA20_200127100900785,2020,30.235136,-92.18698,7600,Straight,Business,Single,"Lt. Truck (P.U., Etc.)",No Injury
LA20_200128065201956,2020,30.236612,-93.377141,10900,Straight,Business,Single,Truck/Trailer,No Injury
LA20_200128150424579,2020,32.528334,-93.718707,13000,Straight,Business,Single,Suv,No Injury
LA20_200128162955528,2020,29.943008,-89.965088,27600,Straight,Business,Single,Suv,No Injury
